date,schema,status,row_kind,candidate,distribution,source_model,applicability,N,k,w,block_size_b,projection_degree,coefficient_limb,coefficient_prime,algorithm,time_raw_log2,memory_raw_log2,optimal_parameters,orbit_size,orbit_sqrt_sensitivity_bits,time_optional_orbit_sensitivity_log2,orbit_treatment,domain_guard,executable,dependency_status,success_semantics,memory_semantics,data_semantics,assumptions,warnings,source_revision,artifact_url,artifact_page,artifact_zip_sha256,source_member,source_member_sha256,analysis_sha256,script_sha256,record_sha256
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,direct_regular_sd_formula,n20_c4_t32,exact live direct: c polynomials; one uniform position/public bucket; iid uniform F_p* payloads,CRYPTO-2024 artifact regular-SD concrete formula; q is absent,DIRECT_RSD_CANDIDATE_FIELD_TRANSFER_UNPROVED,4194304,3145728,128,32768,,p0+p1 (q not an artifact input),not_input,representation,303.097811132278,97.294321794095,"{""ell"":80,""ell_max"":82,""ell_min"":28,""ell_x"":5,""ell_y"":2,""eps_x"":0,""eps_y"":0,""p"":8}",1048576,10.000000000000,293.097811132278,raw preserved; separate optional -0.5*log2(n) sensitivity only; arbitrary-decoder speedup heuristic,"pass: N=w*b, 0<k<N, k-w>0, finite optimum",yes,stdlib transcription; accepted zip and members verified,artifact expected-work formula including its per-iteration success term where present,artifact log2 storage-cost proxy; unit not specified by notebook,one public sample; orbit generated locally and not materialized,artifact rank/list/independence and source field model; structured negacyclic matrix transfer unproved; q-ary payload transfer unproved,artifact has no q input; transfer from its source model to iid-uniform-F_p-star payloads is unproved,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,c3335f0c0717e21cbfa1f1002cceb27d2b1eb8925a332bfb81d447ee0d96e4c2
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,direct_regular_sd_formula,n20_c4_t32,exact live direct: c polynomials; one uniform position/public bucket; iid uniform F_p* payloads,CRYPTO-2024 artifact regular-SD concrete formula; q is absent,DIRECT_RSD_CANDIDATE_FIELD_TRANSFER_UNPROVED,4194304,3145728,128,32768,,p0+p1 (q not an artifact input),not_input,representation_depth_2,289.860752777628,61.169845200389,"{""ell"":41,""ell_max"":84,""ell_min"":28,""ell_x"":2,""eps_x"":0,""p"":4}",1048576,10.000000000000,279.860752777628,raw preserved; separate optional -0.5*log2(n) sensitivity only; arbitrary-decoder speedup heuristic,"pass: N=w*b, 0<k<N, k-w>0, finite optimum",yes,stdlib transcription; accepted zip and members verified,artifact expected-work formula including its per-iteration success term where present,artifact log2 storage-cost proxy; unit not specified by notebook,one public sample; orbit generated locally and not materialized,artifact rank/list/independence and source field model; structured negacyclic matrix transfer unproved; q-ary payload transfer unproved,artifact has no q input; transfer from its source model to iid-uniform-F_p-star payloads is unproved,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,c83c34988e601ee34213f4107ff3cc75593b1eff70ae52f2705fe32a40881dd0
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,direct_regular_sd_formula_incompatibility,n20_c4_t32,exact live direct: c polynomials; one uniform position/public bucket; iid uniform F_p* payloads,CRYPTO-2024 artifact regular-SD concrete formula; q is absent,IMMUTABLE_ARTIFACT_NUMERIC_INCOMPATIBILITY,4194304,3145728,128,32768,,p0+p1 (q not an artifact input),not_input,CCJ,,,{},1048576,10.000000000000,,no subtraction because raw formula failed; optional sensitivity retained separately,reject: CCJ artifact formula rejected input: OverflowError,no,immutable formula numeric failure,artifact expected-work formula including its per-iteration success term where present,unavailable,one public sample; orbit generated locally and not materialized,artifact rank/list/independence and source field model; structured negacyclic matrix transfer unproved; q-ary payload transfer unproved,artifact has no q input; transfer from its source model to iid-uniform-F_p-star payloads is unproved; retained exact artifact-formula failure: CCJ artifact formula rejected input: OverflowError,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,d59517c2eb6be930cbd84f083b86bfb7c5a8cb96b21a4637d2ad3ab3cc2b089d
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,direct_regular_sd_formula,n20_c4_t32,exact live direct: c polynomials; one uniform position/public bucket; iid uniform F_p* payloads,CRYPTO-2024 artifact regular-SD concrete formula; q is absent,DIRECT_RSD_CANDIDATE_FIELD_TRANSFER_UNPROVED,4194304,3145728,128,32768,,p0+p1 (q not an artifact input),not_input,CCJ_linearization,317.986552058489,42.000000000000,{},1048576,10.000000000000,307.986552058489,raw preserved; separate optional -0.5*log2(n) sensitivity only; arbitrary-decoder speedup heuristic,"pass: N=w*b, 0<k<N, k-w>0, finite optimum",yes,stdlib transcription; accepted zip and members verified,artifact expected-work formula including its per-iteration success term where present,artifact log2 storage-cost proxy; unit not specified by notebook,one public sample; orbit generated locally and not materialized,artifact rank/list/independence and source field model; structured negacyclic matrix transfer unproved; q-ary payload transfer unproved,artifact has no q input; transfer from its source model to iid-uniform-F_p-star payloads is unproved,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,8f3f97326cb3ff025cd1d76de28e2618336d718f295ea9f9bd91e950cd821efa
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,generic_bjmm_incompatibility,n20_c4_t32,exact live direct RSD with iid uniform F_p* payloads,"artifact calls CryptographicEstimators binary SDEstimator(n,k,w,nsolutions=0)",INCOMPATIBLE_WITH_LIVE_QARY_MODEL,4194304,3145728,128,32768,,p0,4611686018326724609,generic_BJMM_depth_2,,,,1048576,10.000000000000,,no subtraction because no executable raw cost; optional orbit sensitivity remains heuristic,reject: no q parameter and external estimator revision absent,no,IMMUTABLE_ARTIFACT_INCOMPATIBILITY: CryptographicEstimators/Sage dependency has no pinned revision/version,artifact passes nsolutions=0; exact dependency semantics unavailable from archive,"unavailable; known dump rows only, no candidate row",one public sample; q-specific live limb listed explicitly,none silently imported,no BJMM number emitted; installing a current estimator would not reproduce the immutable artifact,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,cda97395b605344b51aaa04c12a0588bb0c0beca340bd0e6a11c802c9540616a
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,generic_bjmm_incompatibility,n20_c4_t32,exact live direct RSD with iid uniform F_p* payloads,"artifact calls CryptographicEstimators binary SDEstimator(n,k,w,nsolutions=0)",INCOMPATIBLE_WITH_LIVE_QARY_MODEL,4194304,3145728,128,32768,,p1,4611686018309947393,generic_BJMM_depth_2,,,,1048576,10.000000000000,,no subtraction because no executable raw cost; optional orbit sensitivity remains heuristic,reject: no q parameter and external estimator revision absent,no,IMMUTABLE_ARTIFACT_INCOMPATIBILITY: CryptographicEstimators/Sage dependency has no pinned revision/version,artifact passes nsolutions=0; exact dependency semantics unavailable from archive,"unavailable; known dump rows only, no candidate row",one public sample; q-specific live limb listed explicitly,none silently imported,no BJMM number emitted; installing a current estimator would not reproduce the immutable artifact,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,d1d295218d23a3f17250b6369747f9ba66a7eba7a1faf7ad63860fd275c94afe
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,direct_regular_sd_formula,n20_c4_t64,exact live direct: c polynomials; one uniform position/public bucket; iid uniform F_p* payloads,CRYPTO-2024 artifact regular-SD concrete formula; q is absent,DIRECT_RSD_CANDIDATE_FIELD_TRANSFER_UNPROVED,4194304,3145728,256,16384,,p0+p1 (q not an artifact input),not_input,permutation,573.910546920004,42.000000000000,{},1048576,10.000000000000,563.910546920004,raw preserved; separate optional -0.5*log2(n) sensitivity only; arbitrary-decoder speedup heuristic,"pass: N=w*b, 0<k<N, k-w>0, finite optimum",yes,stdlib transcription; accepted zip and members verified,artifact expected-work formula including its per-iteration success term where present,artifact log2 storage-cost proxy; unit not specified by notebook,one public sample; orbit generated locally and not materialized,artifact rank/list/independence and source field model; structured negacyclic matrix transfer unproved; q-ary payload transfer unproved,artifact has no q input; transfer from its source model to iid-uniform-F_p-star payloads is unproved,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,0eb55f20d6f78328f298ab9f389dd5e20af7fee3db0712ee82c50ad58ed74286
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,direct_regular_sd_formula,n20_c4_t64,exact live direct: c polynomials; one uniform position/public bucket; iid uniform F_p* payloads,CRYPTO-2024 artifact regular-SD concrete formula; q is absent,DIRECT_RSD_CANDIDATE_FIELD_TRANSFER_UNPROVED,4194304,3145728,256,16384,,p0+p1 (q not an artifact input),not_input,enumeration,542.766705277851,62.158411557398,"{""ell"":40,""p"":4}",1048576,10.000000000000,532.766705277851,raw preserved; separate optional -0.5*log2(n) sensitivity only; arbitrary-decoder speedup heuristic,"pass: N=w*b, 0<k<N, k-w>0, finite optimum",yes,stdlib transcription; accepted zip and members verified,artifact expected-work formula including its per-iteration success term where present,artifact log2 storage-cost proxy; unit not specified by notebook,one public sample; orbit generated locally and not materialized,artifact rank/list/independence and source field model; structured negacyclic matrix transfer unproved; q-ary payload transfer unproved,artifact has no q input; transfer from its source model to iid-uniform-F_p-star payloads is unproved,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,0a1ccdd3790b64d5d08f797a2cbf7b5cd63e5c94d2fffbca216685409abf86a7
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,direct_regular_sd_formula,n20_c4_t64,exact live direct: c polynomials; one uniform position/public bucket; iid uniform F_p* payloads,CRYPTO-2024 artifact regular-SD concrete formula; q is absent,DIRECT_RSD_CANDIDATE_FIELD_TRANSFER_UNPROVED,4194304,3145728,256,16384,,p0+p1 (q not an artifact input),not_input,representation,550.906851535860,97.316896498633,"{""ell"":80,""ell_max"":85,""ell_min"":29,""ell_x"":5,""ell_y"":2,""eps_x"":0,""eps_y"":0,""p"":8}",1048576,10.000000000000,540.906851535860,raw preserved; separate optional -0.5*log2(n) sensitivity only; arbitrary-decoder speedup heuristic,"pass: N=w*b, 0<k<N, k-w>0, finite optimum",yes,stdlib transcription; accepted zip and members verified,artifact expected-work formula including its per-iteration success term where present,artifact log2 storage-cost proxy; unit not specified by notebook,one public sample; orbit generated locally and not materialized,artifact rank/list/independence and source field model; structured negacyclic matrix transfer unproved; q-ary payload transfer unproved,artifact has no q input; transfer from its source model to iid-uniform-F_p-star payloads is unproved,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,b210cd9a4e72a88a245752f7f86219f4985436c1ffc935a03fc42a4f1e1ef1ca
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,direct_regular_sd_formula,n20_c4_t64,exact live direct: c polynomials; one uniform position/public bucket; iid uniform F_p* payloads,CRYPTO-2024 artifact regular-SD concrete formula; q is absent,DIRECT_RSD_CANDIDATE_FIELD_TRANSFER_UNPROVED,4194304,3145728,256,16384,,p0+p1 (q not an artifact input),not_input,representation_depth_2,541.778366319558,61.169727787930,"{""ell"":41,""ell_max"":87,""ell_min"":29,""ell_x"":2,""eps_x"":0,""p"":4}",1048576,10.000000000000,531.778366319558,raw preserved; separate optional -0.5*log2(n) sensitivity only; arbitrary-decoder speedup heuristic,"pass: N=w*b, 0<k<N, k-w>0, finite optimum",yes,stdlib transcription; accepted zip and members verified,artifact expected-work formula including its per-iteration success term where present,artifact log2 storage-cost proxy; unit not specified by notebook,one public sample; orbit generated locally and not materialized,artifact rank/list/independence and source field model; structured negacyclic matrix transfer unproved; q-ary payload transfer unproved,artifact has no q input; transfer from its source model to iid-uniform-F_p-star payloads is unproved,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,4255821acc70cc970633492b94f989dc67d3ce9e02e64b7889a5075e2f446c5f
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,direct_regular_sd_formula_incompatibility,n20_c4_t64,exact live direct: c polynomials; one uniform position/public bucket; iid uniform F_p* payloads,CRYPTO-2024 artifact regular-SD concrete formula; q is absent,IMMUTABLE_ARTIFACT_NUMERIC_INCOMPATIBILITY,4194304,3145728,256,16384,,p0+p1 (q not an artifact input),not_input,CCJ,,,{},1048576,10.000000000000,,no subtraction because raw formula failed; optional sensitivity retained separately,reject: CCJ artifact formula rejected input: OverflowError,no,immutable formula numeric failure,artifact expected-work formula including its per-iteration success term where present,unavailable,one public sample; orbit generated locally and not materialized,artifact rank/list/independence and source field model; structured negacyclic matrix transfer unproved; q-ary payload transfer unproved,artifact has no q input; transfer from its source model to iid-uniform-F_p-star payloads is unproved; retained exact artifact-formula failure: CCJ artifact formula rejected input: OverflowError,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,1ca510c1759c44eef3569aa12d3f684e518916c28d5b30deb1a39bb58f881042
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,direct_regular_sd_formula,n20_c4_t64,exact live direct: c polynomials; one uniform position/public bucket; iid uniform F_p* payloads,CRYPTO-2024 artifact regular-SD concrete formula; q is absent,DIRECT_RSD_CANDIDATE_FIELD_TRANSFER_UNPROVED,4194304,3145728,256,16384,,p0+p1 (q not an artifact input),not_input,CCJ_linearization,573.946208577931,42.000000000000,{},1048576,10.000000000000,563.946208577931,raw preserved; separate optional -0.5*log2(n) sensitivity only; arbitrary-decoder speedup heuristic,"pass: N=w*b, 0<k<N, k-w>0, finite optimum",yes,stdlib transcription; accepted zip and members verified,artifact expected-work formula including its per-iteration success term where present,artifact log2 storage-cost proxy; unit not specified by notebook,one public sample; orbit generated locally and not materialized,artifact rank/list/independence and source field model; structured negacyclic matrix transfer unproved; q-ary payload transfer unproved,artifact has no q input; transfer from its source model to iid-uniform-F_p-star payloads is unproved,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,8104ab17c272980b0a866c27e19e2a928f9b6d9c28d988baf6c27b5bf42c9ddb
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,generic_bjmm_incompatibility,n20_c4_t64,exact live direct RSD with iid uniform F_p* payloads,"artifact calls CryptographicEstimators binary SDEstimator(n,k,w,nsolutions=0)",INCOMPATIBLE_WITH_LIVE_QARY_MODEL,4194304,3145728,256,16384,,p0,4611686018326724609,generic_BJMM_depth_2,,,,1048576,10.000000000000,,no subtraction because no executable raw cost; optional orbit sensitivity remains heuristic,reject: no q parameter and external estimator revision absent,no,IMMUTABLE_ARTIFACT_INCOMPATIBILITY: CryptographicEstimators/Sage dependency has no pinned revision/version,artifact passes nsolutions=0; exact dependency semantics unavailable from archive,"unavailable; known dump rows only, no candidate row",one public sample; q-specific live limb listed explicitly,none silently imported,no BJMM number emitted; installing a current estimator would not reproduce the immutable artifact,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,478e3ff380383cdb3794b80efdefb3c30a3d4243fa590c756cc4ed43cf750bba
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,generic_bjmm_incompatibility,n20_c4_t64,exact live direct RSD with iid uniform F_p* payloads,"artifact calls CryptographicEstimators binary SDEstimator(n,k,w,nsolutions=0)",INCOMPATIBLE_WITH_LIVE_QARY_MODEL,4194304,3145728,256,16384,,p1,4611686018309947393,generic_BJMM_depth_2,,,,1048576,10.000000000000,,no subtraction because no executable raw cost; optional orbit sensitivity remains heuristic,reject: no q parameter and external estimator revision absent,no,IMMUTABLE_ARTIFACT_INCOMPATIBILITY: CryptographicEstimators/Sage dependency has no pinned revision/version,artifact passes nsolutions=0; exact dependency semantics unavailable from archive,"unavailable; known dump rows only, no candidate row",one public sample; q-specific live limb listed explicitly,none silently imported,no BJMM number emitted; installing a current estimator would not reproduce the immutable artifact,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,2e72d9c99b50305ddb2a3862434c5cade9d163d8e4258988dd62d8862ff3237d
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,direct_regular_sd_formula,n20_c8_t8,exact live direct: c polynomials; one uniform position/public bucket; iid uniform F_p* payloads,CRYPTO-2024 artifact regular-SD concrete formula; q is absent,DIRECT_RSD_CANDIDATE_FIELD_TRANSFER_UNPROVED,8388608,7340032,64,131072,,p0+p1 (q not an artifact input),not_input,permutation,254.994540749332,43.000000000000,{},1048576,10.000000000000,244.994540749332,raw preserved; separate optional -0.5*log2(n) sensitivity only; arbitrary-decoder speedup heuristic,"pass: N=w*b, 0<k<N, k-w>0, finite optimum",yes,stdlib transcription; accepted zip and members verified,artifact expected-work formula including its per-iteration success term where present,artifact log2 storage-cost proxy; unit not specified by notebook,one public sample; orbit generated locally and not materialized,artifact rank/list/independence and source field model; structured negacyclic matrix transfer unproved; q-ary payload transfer unproved,artifact has no q input; transfer from its source model to iid-uniform-F_p-star payloads is unproved,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,3d87dc443c9a9b2fd5dc17d55adaeff017561eaee3a44869f20e0ed8787ee2af
2026-08-04,crypto-2024-regular-isd-diagnostic-v1,INTERNAL_ADVISOR_DIAGNOSTIC_NO_SECURITY_PIN,direct_regular_sd_formula,n20_c8_t8,exact live direct: c polynomials; one uniform position/public bucket; iid uniform F_p* payloads,CRYPTO-2024 artifact regular-SD concrete formula; q is absent,DIRECT_RSD_CANDIDATE_FIELD_TRANSFER_UNPROVED,8388608,7340032,64,131072,,p0+p1 (q not an artifact input),not_input,enumeration,229.429286376040,65.568897506219,"{""ell"":42,""p"":4}",1048576,10.000000000000,219.429286376040,raw preserved; separate optional -0.5*log2(n) sensitivity only; arbitrary-decoder speedup heuristic,"pass: N=w*b, 0<k<N, k-w>0, finite optimum",yes,stdlib transcription; accepted zip and members verified,artifact expected-work formula including its per-iteration success term where present,artifact log2 storage-cost proxy; unit not specified by notebook,one public sample; orbit generated locally and not materialized,artifact rank/list/independence and source field model; structured negacyclic matrix transfer unproved; q-ary payload transfer unproved,artifact has no q input; transfer from its source model to iid-uniform-F_p-star payloads is unproved,afe1e408f8a46aebc15293462480f478ff969923,https://artifacts.iacr.org/files/crypto/2024/crypto-2024-a1.zip,https://artifacts.iacr.org/crypto/2024/a1/,04ae2586fccb10481efb861104176e4aaabb380c3cb9704b97ce3c4768a282cb,Regular-ISD/Concrete numbers/estimates.ipynb,cebb0861f1faa53be59eb4c11a2e38219612e1fc8d39e6cb3ce597e28717c9ec,39159736d43e954c565645c76e0cbe1ac433e92ba1f2dcc8f2ab847af8f89dfc,b0864d27f03d76dd3f0bd660d33c71063ad0380498d1e07dcddc1e2f4907eff9,bc70c43df067da0c0983dfecc9ffc36f34e90693ced1162312e2b93ebeff784f
